epi_week,date,newCases,totalCases,newDeaths,deaths,deaths_by_totalCases,vaccinated,vaccinated_single,vaccinated_second,activeCases
9,2020-02-25,1,1,0,0,0.0,,,,
9,2020-02-26,0,1,0,0,0.0,,,,
9,2020-02-27,0,1,0,0,0.0,,,,
9,2020-02-28,1,2,0,0,0.0,,,,
9,2020-02-29,0,2,0,0,0.0,,,,
10,2020-03-01,0,2,0,0,0.0,,,,
10,2020-03-02,0,2,0,0,0.0,,,,
10,2020-03-03,0,2,0,0,0.0,,,,
10,2020-03-04,1,3,0,0,0.0,,,,
10,2020-03-05,4,7,0,0,0.0,,,,
10,2020-03-06,7,14,0,0,0.0,,,,
10,2020-03-07,5,19,0,0,0.0,,,,
11,2020-03-08,6,25,0,0,0.0,,,,
11,2020-03-09,0,25,0,0,0.0,,,,
11,2020-03-10,9,34,0,0,0.0,,,,
11,2020-03-11,19,53,0,0,0.0,,,,
11,2020-03-12,36,89,0,0,0.0,,,,
11,2020-03-13,17,106,0,0,0.0,,,,
11,2020-03-14,36,142,0,0,0.0,,,,
12,2020-03-15,83,225,0,0,0.0,,,,
12,2020-03-16,54,279,0,0,0.0,,,,
12,2020-03-17,54,333,1,1,0.003,,,,
12,2020-03-18,181,514,3,4,0.00778,,,,
12,2020-03-19,129,643,3,7,0.01089,,,,
12,2020-03-20,331,974,4,11,0.01129,,,,
12,2020-03-21,224,1198,7,18,0.01503,,,,
13,2020-03-22,396,1594,7,25,0.01568,,,,
13,2020-03-23,358,1952,9,34,0.01742,,,,1910.0
13,2020-03-24,303,2255,13,47,0.02084,,,,2188.0
13,2020-03-25,311,2566,12,59,0.02299,,,,2480.0
13,2020-03-26,424,2990,18,77,0.02575,,,,2871.0
13,2020-03-27,486,3476,16,93,0.02675,,,,3341.0
13,2020-03-28,479,3955,22,115,0.02908,,,,3784.0
14,2020-03-29,360,4315,24,139,0.03221,,,,4120.0
14,2020-03-30,348,4663,27,166,0.0356,,,,4431.0
14,2020-03-31,1161,5824,36,202,0.03468,,,,5556.0
14,2020-04-01,1107,6931,42,244,0.0352,,,,6609.0
14,2020-04-02,1169,8100,61,305,0.03765,,,,7717.0
14,2020-04-03,1112,9212,60,365,0.03962,,,,8769.0
14,2020-04-04,1169,10381,80,445,0.04287,,,,9858.0
15,2020-04-05,1043,11424,52,497,0.0435,,,,10823.0
15,2020-04-06,838,12262,73,570,0.04649,,,,11337.0
15,2020-04-07,1821,14083,121,691,0.04907,,,,12817.0
15,2020-04-08,2175,16258,135,826,0.05081,,,,14636.0
15,2020-04-09,1937,18195,133,959,0.05271,,,,16391.0
15,2020-04-10,1742,19937,114,1073,0.05382,,,,17865.0
15,2020-04-11,1055,20992,68,1141,0.05435,,,,18835.0
16,2020-04-12,1464,22456,96,1237,0.05509,,,,20139.0
16,2020-04-13,1412,23868,120,1357,0.05685,,,,19534.0
16,2020-04-14,1909,25777,200,1557,0.0604,,,,21068.0
16,2020-04-15,3242,29019,203,1760,0.06065,,,,22986.0
16,2020-04-16,2082,31101,202,1962,0.06308,,,,24668.0
16,2020-04-17,3296,34397,211,2173,0.06317,,,,27192.0
16,2020-04-18,2778,37175,202,2375,0.06389,,,,29643.0
17,2020-04-19,2022,39197,116,2491,0.06355,,,,31088.0
17,2020-04-20,1740,40937,107,2598,0.06346,,,,31617.0
17,2020-04-21,2742,43679,174,2772,0.06346,,,,33500.0
17,2020-04-22,2740,46419,169,2941,0.06336,,,,34884.0
17,2020-04-23,3879,50298,408,3349,0.06658,,,,37789.0
17,2020-04-24,3910,54208,373,3722,0.06866,,,,40030.0
17,2020-04-25,5299,59507,352,4074,0.06846,,,,43673.0
18,2020-04-26,3715,63222,227,4301,0.06803,,,,46407.0
18,2020-04-27,4145,67367,305,4606,0.06837,,,,48911.0
18,2020-04-28,6231,73598,488,5094,0.06921,,,,53195.0
18,2020-04-29,6201,79799,443,5537,0.06939,,,,58056.0
18,2020-04-30,7322,87121,443,5980,0.06864,,,,62900.0
18,2020-05-01,5544,92665,459,6439,0.06949,,,,66669.0
18,2020-05-02,4913,97578,371,6810,0.06979,,,,70088.0
19,2020-05-03,4445,102023,267,7077,0.06937,,,,73327.0
19,2020-05-04,6982,109005,304,7381,0.06771,,,,79025.0
19,2020-05-05,7407,116412,591,7972,0.06848,,,,83719.0
19,2020-05-06,10539,126951,625,8597,0.06772,,,,89179.0
19,2020-05-07,9736,136687,675,9272,0.06783,,,,92670.0
19,2020-05-08,10402,147089,754,10026,0.06816,,,,100681.0
19,2020-05-09,10162,157251,671,10697,0.06803,,,,106890.0
20,2020-05-10,6259,163510,478,11175,0.06834,,,,103974.0
20,2020-05-11,6219,169729,485,11660,0.0687,,,,106654.0
20,2020-05-12,9604,179333,842,12502,0.06971,,,,110483.0
20,2020-05-13,11695,191028,778,13280,0.06952,,,,115205.0
20,2020-05-14,14130,205158,789,14069,0.06858,,,,121776.0
20,2020-05-15,15462,220620,914,14983,0.06791,,,,132022.0
20,2020-05-16,14055,234675,719,15702,0.06691,,,,139090.0
21,2020-05-17,7669,242344,500,16202,0.06686,,,,142617.0
21,2020-05-18,14555,256899,722,16924,0.06588,,,,145681.0
21,2020-05-19,17483,274382,1150,18074,0.06587,,,,154111.0
21,2020-05-20,20221,294603,985,19059,0.06469,,,,163470.0
21,2020-05-21,18143,312746,1069,20128,0.06436,,,,170605.0
21,2020-05-22,21798,334544,1031,21159,0.06325,,,,182307.0
21,2020-05-23,17010,351554,1046,22205,0.06316,,,,178049.0
22,2020-05-24,14477,366031,658,22863,0.06246,,,,179585.0
22,2020-05-25,12779,378810,726,23589,0.06227,,,,184198.0
22,2020-05-26,16323,395133,1055,24644,0.06237,,,,189420.0
22,2020-05-27,20198,415331,1060,25704,0.06189,,,,198780.0
22,2020-05-28,28333,443664,1189,26893,0.06062,,,,214014.0
22,2020-05-29,26890,470554,1138,28031,0.05957,,,,225882.0
22,2020-05-30,32320,502874,864,28895,0.05746,,,,214639.0
23,2020-05-31,13222,516096,470,29365,0.0569,,,,216483.0
23,2020-06-01,15149,531245,742,30107,0.05667,,,,219744.0
23,2020-06-02,31672,562917,1364,31471,0.05591,,,,235703.0
23,2020-06-03,26085,589002,1194,32665,0.05546,,,,249991.0
23,2020-06-04,31950,620952,1510,34175,0.05504,,,,263812.0
23,2020-06-05,32098,653050,1076,35251,0.05398,,,,274798.0
23,2020-06-06,23790,676840,801,36052,0.05327,,,,284225.0
24,2020-06-07,17985,694825,476,36528,0.05257,,,,290162.0
24,2020-06-08,17335,712160,863,37391,0.0525,,,,294883.0
24,2020-06-09,31692,743852,1193,38584,0.05187,,,,306902.0
24,2020-06-10,33789,777641,1236,39820,0.05121,,,,322276.0
24,2020-06-11,28758,806399,1269,41089,0.05095,,,,332165.0
24,2020-06-12,24255,830654,842,41931,0.05048,,,,341526.0
24,2020-06-13,21189,851843,857,42788,0.05023,,,,347545.0
25,2020-06-14,16792,868635,634,43422,0.04999,,,,353998.0
25,2020-06-15,24616,893251,764,44186,0.04947,,,,369282.0
25,2020-06-16,36982,930233,1332,45518,0.04893,,,,392636.0
25,2020-06-17,30920,961153,1185,46703,0.04859,,,,391000.0
25,2020-06-18,25517,986670,1237,47940,0.04859,,,,401464.0
25,2020-06-19,56055,1042725,1172,49112,0.0471,,,,434801.0
25,2020-06-20,28854,1071579,982,50094,0.04675,,,,429725.0
26,2020-06-21,16566,1088145,609,50703,0.0466,,,,433960.0
26,2020-06-22,26488,1114633,735,51438,0.04615,,,,445704.0
26,2020-06-23,39500,1154133,1405,52843,0.04579,,,,470278.0
26,2020-06-24,41053,1195186,1110,53953,0.04514,,,,478078.0
26,2020-06-25,41464,1236650,1173,55126,0.04458,,,,497176.0
26,2020-06-26,44881,1281531,992,56118,0.04379,,,,518844.0
26,2020-06-27,36918,1318449,1035,57153,0.04335,,,,529516.0
27,2020-06-28,32990,1351439,600,57753,0.04273,,,,543498.0
27,2020-06-29,21439,1372878,714,58467,0.04259,,,,552430.0
27,2020-06-30,39680,1412558,1314,59781,0.04232,,,,560289.0
27,2020-07-01,46825,1459383,1086,60867,0.04171,,,,468154.0
27,2020-07-02,44398,1503781,1258,62125,0.04131,,,,474746.0
27,2020-07-03,43038,1546819,1213,63338,0.04095,,,,492793.0
27,2020-07-04,33566,1580385,1057,64395,0.04075,,,,495966.0
28,2020-07-05,25192,1605577,559,64954,0.04046,,,,496291.0
28,2020-07-06,24452,1630029,683,65637,0.04027,,,,495777.0
28,2020-07-07,46696,1676725,1299,66936,0.03992,,,,496704.0
28,2020-07-08,45249,1721974,1173,68109,0.03955,,,,507137.0
28,2020-07-09,42956,1764930,1222,69331,0.03928,,,,520179.0
28,2020-07-10,44310,1809240,1299,70630,0.03904,,,,521249.0
28,2020-07-11,34946,1844186,931,71561,0.0388,,,,528537.0
29,2020-07-12,23657,1867843,617,72178,0.03864,,,,530822.0
29,2020-07-13,22539,1890382,832,73010,0.03862,,,,526121.0
29,2020-07-14,42770,1933152,1301,74311,0.03844,,,,530306.0
29,2020-07-15,40564,1973716,1271,75582,0.03829,,,,530486.0
29,2020-07-16,43838,2017554,1320,76902,0.03812,,,,542181.0
